UnixTimeStamp,TimeStamp,X,Y,Z
1215698036991,2008-07-10 13:53:56,01.55,00.98,01.00
1215698037991,2008-07-10 13:53:57,01.42,01.37,01.16
1215698038991,2008-07-10 13:53:58,00.87,01.00,01.16
1215698040006,2008-07-10 13:54:00,01.10,01.03,00.90
1215698041006,2008-07-10 13:54:01,01.21,01.36,01.17
1215698042022,2008-07-10 13:54:02,01.07,01.62,01.14
1215698043037,2008-07-10 13:54:03,01.16,01.41,01.25
1215698044038,2008-07-10 13:54:04,00.91,01.30,01.00
1215698045068,2008-07-10 13:54:05,01.74,01.91,01.39
1215698046069,2008-07-10 13:54:06,01.32,01.68,01.42
1215698047069,2008-07-10 13:54:07,01.30,01.13,01.13
1215698048072,2008-07-10 13:54:08,00.90,01.71,01.29
1215698049163,2008-07-10 13:54:09,01.18,01.26,00.95
1215698050163,2008-07-10 13:54:10,00.82,01.18,01.09
1215698051163,2008-07-10 13:54:11,00.50,00.75,01.50
1215698052194,2008-07-10 13:54:12,00.86,01.57,00.64
1215698053194,2008-07-10 13:54:13,01.10,01.38,01.10
1215698054209,2008-07-10 13:54:14,01.18,01.64,01.00
1215698055225,2008-07-10 13:54:15,00.81,01.19,00.98
1215698056225,2008-07-10 13:54:16,01.02,01.05,00.98
1215698057241,2008-07-10 13:54:17,00.93,00.81,00.95
1215698058241,2008-07-10 13:54:18,01.25,01.00,00.80
1215698059241,2008-07-10 13:54:19,01.35,01.18,00.78
1215698060241,2008-07-10 13:54:20,00.89,01.11,00.76
1215698061256,2008-07-10 13:54:21,00.88,01.37,00.93
1215698062256,2008-07-10 13:54:22,01.00,01.70,01.07
1215698063257,2008-07-10 13:54:23,01.23,01.09,00.95
1215698064259,2008-07-10 13:54:24,00.92,01.56,00.87
1215698065272,2008-07-10 13:54:25,01.13,01.42,01.09
1215698066272,2008-07-10 13:54:26,01.39,01.61,01.12
1215698067272,2008-07-10 13:54:27,01.10,00.95,01.31
1215698068272,2008-07-10 13:54:28,01.21,01.26,00.79
1215698069273,2008-07-10 13:54:29,01.20,01.49,00.59
1215698070284,2008-07-10 13:54:30,00.85,01.24,00.85
1215698071288,2008-07-10 13:54:31,00.90,01.12,00.88
1215698072288,2008-07-10 13:54:32,01.12,01.21,01.05
1215698073288,2008-07-10 13:54:33,01.23,01.18,00.95
1215698074288,2008-07-10 13:54:34,01.00,01.09,00.98
1215698075289,2008-07-10 13:54:35,00.95,01.22,00.90
1215698076289,2008-07-10 13:54:36,00.90,01.02,00.78
1215698077303,2008-07-10 13:54:37,01.07,01.18,01.00
1215698078303,2008-07-10 13:54:38,00.95,01.21,00.95
1215698079303,2008-07-10 13:54:39,00.98,01.42,00.95
1215698080304,2008-07-10 13:54:40,00.86,01.19,00.98
1215698081319,2008-07-10 13:54:41,01.05,01.30,00.82
1215698082319,2008-07-10 13:54:42,00.95,01.02,00.93
1215698083319,2008-07-10 13:54:43,01.36,01.33,01.21
1215698084319,2008-07-10 13:54:44,01.12,01.38,00.93
1215698085319,2008-07-10 13:54:45,01.09,01.21,01.00
1215698086319,2008-07-10 13:54:46,01.32,00.88,00.90
1215698087319,2008-07-10 13:54:47,01.24,01.45,00.83
1215698088320,2008-07-10 13:54:48,01.12,01.24,00.85
1215698089334,2008-07-10 13:54:49,01.03,01.00,01.33
1215698090335,2008-07-10 13:54:50,01.07,01.10,00.97
1215698091350,2008-07-10 13:54:51,00.82,01.09,01.06
1215698092351,2008-07-10 13:54:52,00.93,01.36,00.79
1215698093351,2008-07-10 13:54:53,00.98,01.15,01.10
1215698094366,2008-07-10 13:54:54,00.95,01.14,00.93
1215698095366,2008-07-10 13:54:55,01.30,01.35,01.25
1215698096367,2008-07-10 13:54:56,01.43,01.48,00.90
1215698097381,2008-07-10 13:54:57,01.30,01.27,00.78
1215698098382,2008-07-10 13:54:58,01.21,01.05,00.87
1215698099382,2008-07-10 13:54:59,00.76,01.14,00.71
1215698100382,2008-07-10 13:55:00,01.25,01.44,00.84
1215698101397,2008-07-10 13:55:01,00.86,01.43,00.82
1215698102401,2008-07-10 13:55:02,01.25,01.09,00.77
1215698103414,2008-07-10 13:55:03,00.89,01.00,00.98
1215698104417,2008-07-10 13:55:04,01.09,01.16,01.16
1215698105428,2008-07-10 13:55:05,01.11,01.24,01.18
1215698106429,2008-07-10 13:55:06,01.07,01.49,00.68
1215698107444,2008-07-10 13:55:07,01.18,01.02,00.91
1215698108445,2008-07-10 13:55:08,01.07,01.09,01.00
1215698109459,2008-07-10 13:55:09,00.76,01.27,00.87
1215698110459,2008-07-10 13:55:10,00.91,01.16,00.84
1215698111459,2008-07-10 13:55:11,00.86,01.11,00.77
1215698112460,2008-07-10 13:55:12,01.00,01.45,00.89
1215698113462,2008-07-10 13:55:13,00.76,01.38,00.88
1215698114476,2008-07-10 13:55:14,01.34,01.30,01.09
1215698115478,2008-07-10 13:55:15,01.20,01.52,01.07
1215698116491,2008-07-10 13:55:16,01.16,01.31,00.73
1215698117492,2008-07-10 13:55:17,00.86,01.35,00.88
1215698118507,2008-07-10 13:55:18,01.07,01.20,00.98
1215698119507,2008-07-10 13:55:19,01.09,01.27,01.05
1215698120507,2008-07-10 13:55:20,01.14,01.19,01.07
1215698121522,2008-07-10 13:55:21,01.04,01.36,00.87
1215698122522,2008-07-10 13:55:22,01.10,01.43,00.62
1215698123523,2008-07-10 13:55:23,01.07,01.44,01.09
1215698124523,2008-07-10 13:55:24,01.02,01.13,01.02
1215698125527,2008-07-10 13:55:25,01.17,01.07,00.86
1215698126539,2008-07-10 13:55:26,01.00,01.11,01.07
1215698127553,2008-07-10 13:55:27,00.98,01.14,01.02
1215698128554,2008-07-10 13:55:28,01.09,01.41,00.91
1215698129554,2008-07-10 13:55:29,00.95,00.91,01.00
1215698130554,2008-07-10 13:55:30,01.14,01.21,01.07
1215698131554,2008-07-10 13:55:31,00.98,01.48,01.05
1215698132554,2008-07-10 13:55:32,01.23,01.33,00.77
1215698133569,2008-07-10 13:55:33,01.09,01.34,00.75
1215698134569,2008-07-10 13:55:34,00.86,01.02,01.05
1215698135570,2008-07-10 13:55:35,01.21,01.16,00.79
1215698136570,2008-07-10 13:55:36,00.84,01.29,00.93
1215698137570,2008-07-10 13:55:37,00.90,01.50,00.86
1215698138585,2008-07-10 13:55:38,01.18,01.16,00.82
1215698139585,2008-07-10 13:55:39,00.91,01.09,00.98
1215698140585,2008-07-10 13:55:40,00.70,00.93,00.93
1215698141585,2008-07-10 13:55:41,01.30,01.12,01.19
1215698142600,2008-07-10 13:55:42,00.84,01.23,00.84
1215698143601,2008-07-10 13:55:43,00.93,01.35,01.02
1215698144601,2008-07-10 13:55:44,01.09,01.48,00.95
1215698145601,2008-07-10 13:55:45,01.36,01.07,00.68
1215698146601,2008-07-10 13:55:46,00.95,00.93,00.77
1215698147631,2008-07-10 13:55:47,01.20,01.24,01.04
1215698148632,2008-07-10 13:55:48,01.33,01.19,01.12
1215698149648,2008-07-10 13:55:49,01.15,01.49,01.15
1215698150648,2008-07-10 13:55:50,01.10,01.22,00.90
1215698151648,2008-07-10 13:55:51,01.17,01.10,01.00
1215698152664,2008-07-10 13:55:52,00.57,01.36,00.83
1215698153664,2008-07-10 13:55:53,01.09,01.14,00.95
1215698154665,2008-07-10 13:55:54,01.02,01.20,00.82
1215698155679,2008-07-10 13:55:55,01.22,01.04,01.09
1215698156679,2008-07-10 13:55:56,00.71,01.43,00.88
1215698157686,2008-07-10 13:55:57,01.16,01.30,00.84
1215698158695,2008-07-10 13:55:58,00.89,01.43,00.98
1215698159696,2008-07-10 13:55:59,01.07,01.31,00.88
1215698160710,2008-07-10 13:56:00,01.30,01.16,00.77
1215698161710,2008-07-10 13:56:01,01.02,01.28,00.88
1215698162710,2008-07-10 13:56:02,01.07,01.30,00.70
1215698163710,2008-07-10 13:56:03,01.14,01.36,00.98
1215698164710,2008-07-10 13:56:04,01.14,01.27,01.14
1215698165710,2008-07-10 13:56:05,01.00,01.19,00.88
1215698166714,2008-07-10 13:56:06,00.93,01.39,00.75
1215698167727,2008-07-10 13:56:07,01.16,01.60,00.91
1215698168727,2008-07-10 13:56:08,01.02,01.05,01.12
1215698169727,2008-07-10 13:56:09,01.05,01.25,00.75
1215698170742,2008-07-10 13:56:10,01.33,01.17,01.02
1215698171743,2008-07-10 13:56:11,00.93,01.02,01.18
1215698172773,2008-07-10 13:56:12,01.02,01.05,00.86
1215698173773,2008-07-10 13:56:13,01.40,00.93,00.95
1215698174786,2008-07-10 13:56:14,01.26,01.30,00.77
1215698175789,2008-07-10 13:56:15,01.20,01.18,00.84
1215698176792,2008-07-10 13:56:16,01.26,01.17,00.86
1215698177805,2008-07-10 13:56:17,01.10,01.17,01.07
1215698178820,2008-07-10 13:56:18,00.86,01.07,01.14
1215698179820,2008-07-10 13:56:19,01.07,01.12,00.81
1215698180835,2008-07-10 13:56:20,01.38,01.22,00.82
1215698181836,2008-07-10 13:56:21,02.39,02.56,01.20
1215698182851,2008-07-10 13:56:22,01.00,01.09,01.09
1215698183852,2008-07-10 13:56:23,00.68,01.14,00.77
1215698184852,2008-07-10 13:56:24,01.07,01.16,00.86
1215698185852,2008-07-10 13:56:25,01.23,00.86,01.02
1215698186867,2008-07-10 13:56:26,02.30,02.02,01.66
1215698187868,2008-07-10 13:56:27,02.00,03.11,02.09
1215698188880,2008-07-10 13:56:28,02.53,02.81,01.14
1215698189883,2008-07-10 13:56:29,05.93,04.36,04.11
1215698190883,2008-07-10 13:56:30,05.36,03.11,02.23
1215698191898,2008-07-10 13:56:31,05.23,03.33,02.47
1215698192903,2008-07-10 13:56:32,04.42,03.70,01.93
1215698193915,2008-07-10 13:56:33,02.89,01.95,01.52
1215698194929,2008-07-10 13:56:34,02.91,02.29,01.53
1215698195930,2008-07-10 13:56:35,01.12,01.37,00.95
1215698196933,2008-07-10 13:56:36,01.20,01.25,01.25
1215698197946,2008-07-10 13:56:37,01.17,01.50,00.90
1215698198946,2008-07-10 13:56:38,01.02,01.47,01.00
1215698199946,2008-07-10 13:56:39,01.18,01.38,01.11
1215698200960,2008-07-10 13:56:40,01.40,01.40,01.07
1215698201960,2008-07-10 13:56:41,00.96,01.29,00.82
1215698202961,2008-07-10 13:56:42,00.93,01.02,00.93
1215698203961,2008-07-10 13:56:43,01.24,01.24,00.67
1215698204976,2008-07-10 13:56:44,00.93,00.89,00.77
1215698205977,2008-07-10 13:56:45,01.40,01.58,00.98
1215698206992,2008-07-10 13:56:46,01.00,01.18,00.84
1215698207992,2008-07-10 13:56:47,00.98,00.76,00.85
1215698208993,2008-07-10 13:56:48,01.07,01.02,01.02
1215698209993,2008-07-10 13:56:49,00.89,01.14,00.98
1215698210994,2008-07-10 13:56:50,01.33,01.19,01.14
1215698212008,2008-07-10 13:56:52,02.09,01.95,01.21
1215698213023,2008-07-10 13:56:53,01.18,01.36,01.00
1215698214024,2008-07-10 13:56:54,01.34,01.07,00.91
1215698215039,2008-07-10 13:56:55,01.23,01.33,00.84
1215698216040,2008-07-10 13:56:56,00.98,01.52,01.02
1215698217040,2008-07-10 13:56:57,01.21,01.05,00.86
1215698218040,2008-07-10 13:56:58,01.20,01.00,00.71
1215698219041,2008-07-10 13:56:59,00.98,01.60,00.95
1215698220055,2008-07-10 13:57:00,01.20,00.89,00.75
1215698221055,2008-07-10 13:57:01,01.24,00.95,01.00
1215698222055,2008-07-10 13:57:02,01.13,01.16,00.91
1215698223055,2008-07-10 13:57:03,00.98,01.37,01.21
1215698224055,2008-07-10 13:57:04,01.12,01.07,00.91
1215698225070,2008-07-10 13:57:05,01.00,01.51,00.98
1215698226078,2008-07-10 13:57:06,00.77,01.26,01.00
1215698227086,2008-07-10 13:57:07,01.11,00.91,00.73
1215698228090,2008-07-10 13:57:08,00.83,01.24,00.90
1215698229101,2008-07-10 13:57:09,01.09,01.50,01.09
1215698230101,2008-07-10 13:57:10,00.84,01.48,01.27
1215698231113,2008-07-10 13:57:11,01.40,01.31,01.05
1215698232133,2008-07-10 13:57:12,01.22,01.40,00.76
1215698233141,2008-07-10 13:57:13,01.14,01.02,01.00
1215698234149,2008-07-10 13:57:14,00.91,01.02,00.87
1215698235149,2008-07-10 13:57:15,01.10,01.14,01.31
1215698236164,2008-07-10 13:57:16,01.30,01.33,01.07
1215698237180,2008-07-10 13:57:17,00.97,01.13,01.18
1215698238196,2008-07-10 13:57:18,00.96,01.30,00.77
1215698239196,2008-07-10 13:57:19,01.11,01.07,01.05
1215698240196,2008-07-10 13:57:20,01.19,01.48,00.98
1215698241196,2008-07-10 13:57:21,01.00,00.93,00.86
1215698242196,2008-07-10 13:57:22,01.07,01.15,00.78
1215698243196,2008-07-10 13:57:23,00.90,01.48,01.14
1215698244196,2008-07-10 13:57:24,01.09,01.40,00.88
1215698245196,2008-07-10 13:57:25,01.18,01.34,01.05
1215698246196,2008-07-10 13:57:26,01.05,01.29,00.71
1215698247196,2008-07-10 13:57:27,01.25,01.14,01.07
1215698248227,2008-07-10 13:57:28,01.02,01.38,00.95
1215698249243,2008-07-10 13:57:29,01.05,01.57,00.70
1215698250269,2008-07-10 13:57:30,00.84,01.16,01.18
1215698251274,2008-07-10 13:57:31,01.31,01.60,01.18
1215698252282,2008-07-10 13:57:32,01.19,01.28,01.19
1215698253305,2008-07-10 13:57:33,01.36,01.68,01.23
1215698254305,2008-07-10 13:57:34,00.95,01.41,01.00
1215698255305,2008-07-10 13:57:35,01.07,01.47,01.07
1215698256308,2008-07-10 13:57:36,00.91,01.51,01.26
1215698257336,2008-07-10 13:57:37,01.09,01.35,00.91
1215698258341,2008-07-10 13:57:38,01.12,00.98,00.95
1215698259353,2008-07-10 13:57:39,01.07,01.14,01.18
1215698260355,2008-07-10 13:57:40,01.25,00.95,01.03
1215698261368,2008-07-10 13:57:41,01.13,01.33,00.98
1215698262368,2008-07-10 13:57:42,01.10,01.57,00.83
1215698263368,2008-07-10 13:57:43,00.98,01.17,01.07
1215698264368,2008-07-10 13:57:44,01.14,01.30,00.84
1215698265368,2008-07-10 13:57:45,01.32,01.24,00.76
1215698266397,2008-07-10 13:57:46,00.83,01.34,00.90
1215698267415,2008-07-10 13:57:47,01.11,01.32,00.94
1215698268415,2008-07-10 13:57:48,01.34,01.30,00.77
1215698269430,2008-07-10 13:57:49,01.12,01.67,01.26
1215698270432,2008-07-10 13:57:50,01.09,01.07,00.86
1215698271447,2008-07-10 13:57:51,01.16,01.11,00.87
1215698272447,2008-07-10 13:57:52,01.02,01.49,01.19
1215698273461,2008-07-10 13:57:53,00.82,01.07,01.13
1215698274462,2008-07-10 13:57:54,01.07,01.45,00.71
1215698275477,2008-07-10 13:57:55,00.96,01.11,01.18
1215698276477,2008-07-10 13:57:56,01.02,01.21,01.16
1215698277478,2008-07-10 13:57:57,01.12,01.00,01.02
1215698278519,2008-07-10 13:57:58,00.93,01.86,00.74
1215698279545,2008-07-10 13:57:59,01.17,01.17,01.02
1215698280555,2008-07-10 13:58:00,01.02,01.20,00.71
1215698281555,2008-07-10 13:58:01,01.33,01.14,01.23
1215698282555,2008-07-10 13:58:02,00.80,01.30,01.00
1215698283555,2008-07-10 13:58:03,01.27,01.14,00.98
1215698284571,2008-07-10 13:58:04,00.86,01.33,00.86
1215698285572,2008-07-10 13:58:05,01.13,01.07,00.67
1215698286572,2008-07-10 13:58:06,01.19,01.31,00.90
1215698287587,2008-07-10 13:58:07,01.16,00.96,01.02
1215698288633,2008-07-10 13:58:08,01.12,01.51,01.05
1215698289633,2008-07-10 13:58:09,00.98,01.27,01.07
1215698290665,2008-07-10 13:58:10,01.18,01.27,00.82
1215698291680,2008-07-10 13:58:11,00.93,01.37,01.27
1215698292681,2008-07-10 13:58:12,01.08,01.37,00.90
1215698293681,2008-07-10 13:58:13,00.86,01.02,01.23
1215698294681,2008-07-10 13:58:14,01.28,01.00,00.72
1215698295681,2008-07-10 13:58:15,01.07,00.77,00.95
1215698296697,2008-07-10 13:58:16,01.45,01.19,00.88
1215698297697,2008-07-10 13:58:17,00.91,01.11,00.80
1215698298711,2008-07-10 13:58:18,01.17,00.98,00.83
1215698299728,2008-07-10 13:58:19,01.22,01.20,00.91
1215698300744,2008-07-10 13:58:20,00.77,01.16,01.00
1215698301774,2008-07-10 13:58:21,01.29,01.20,00.76
1215698302774,2008-07-10 13:58:22,01.11,01.76,00.93
1215698303774,2008-07-10 13:58:23,01.02,00.93,00.88
1215698304774,2008-07-10 13:58:24,01.14,01.09,00.89
1215698305775,2008-07-10 13:58:25,01.02,01.28,01.02
1215698306790,2008-07-10 13:58:26,01.16,01.30,01.00
1215698307806,2008-07-10 13:58:27,00.96,01.13,01.11
1215698308806,2008-07-10 13:58:28,00.93,01.25,00.77
1215698309806,2008-07-10 13:58:29,01.23,01.09,00.86
1215698310808,2008-07-10 13:58:30,00.90,01.31,00.55
1215698311822,2008-07-10 13:58:31,00.95,01.28,00.81
1215698312852,2008-07-10 13:58:32,00.83,01.22,00.93
1215698313853,2008-07-10 13:58:33,01.25,01.09,01.09
1215698314868,2008-07-10 13:58:34,01.02,01.48,00.81
1215698315868,2008-07-10 13:58:35,00.91,01.07,01.13
1215698316869,2008-07-10 13:58:36,01.14,01.26,00.79
1215698317869,2008-07-10 13:58:37,01.29,01.33,01.02
1215698318884,2008-07-10 13:58:38,01.00,01.24,00.89
1215698319884,2008-07-10 13:58:39,01.05,01.33,01.05
1215698320900,2008-07-10 13:58:40,01.05,01.21,00.77
1215698321916,2008-07-10 13:58:41,01.31,01.36,00.84
1215698322931,2008-07-10 13:58:42,01.26,01.33,01.00
1215698323931,2008-07-10 13:58:43,01.00,01.11,01.07
1215698324947,2008-07-10 13:58:44,01.02,01.42,00.95
1215698325977,2008-07-10 13:58:45,00.87,01.76,01.04
1215698326978,2008-07-10 13:58:46,02.98,01.84,01.21
1215698327991,2008-07-10 13:58:47,00.98,01.07,00.95
1215698328994,2008-07-10 13:58:48,01.25,01.20,00.93
1215698330133,2008-07-10 13:58:50,00.85,01.53,00.95
1215698331197,2008-07-10 13:58:51,02.00,01.70,01.11
1215698332213,2008-07-10 13:58:52,01.56,01.78,01.44
1215698333228,2008-07-10 13:58:53,05.35,03.77,02.53
1215698334254,2008-07-10 13:58:54,01.15,01.59,01.10
1215698335275,2008-07-10 13:58:55,04.39,04.43,01.89
1215698336275,2008-07-10 13:58:56,04.20,02.71,02.51
1215698337275,2008-07-10 13:58:57,03.74,02.91,02.70
1215698338275,2008-07-10 13:58:58,04.47,03.36,02.82
1215698339275,2008-07-10 13:58:59,01.76,03.12,01.74
1215698340275,2008-07-10 13:59:00,01.91,01.58,00.89
1215698341283,2008-07-10 13:59:01,01.98,02.24,01.38
1215698342306,2008-07-10 13:59:02,02.21,02.86,01.14
1215698343307,2008-07-10 13:59:03,01.00,01.02,00.84
1215698344337,2008-07-10 13:59:04,01.16,01.39,00.84
1215698345337,2008-07-10 13:59:05,01.47,01.14,00.63
1215698346337,2008-07-10 13:59:06,01.07,01.47,00.86
1215698347337,2008-07-10 13:59:07,01.16,01.23,01.00
1215698348337,2008-07-10 13:59:08,00.98,01.30,01.28
1215698349338,2008-07-10 13:59:09,01.14,01.57,01.05
1215698350354,2008-07-10 13:59:10,01.40,01.84,01.33
1215698351384,2008-07-10 13:59:11,01.59,02.39,01.66
1215698352386,2008-07-10 13:59:12,01.16,01.98,01.40
1215698353400,2008-07-10 13:59:13,01.40,01.53,01.30
1215698354400,2008-07-10 13:59:14,01.02,01.61,01.11
1215698355416,2008-07-10 13:59:15,00.95,01.36,00.93
1215698356416,2008-07-10 13:59:16,01.16,01.02,01.14
1215698357417,2008-07-10 13:59:17,01.30,01.05,01.16
1215698358431,2008-07-10 13:59:18,01.30,01.28,01.16
1215698359447,2008-07-10 13:59:19,01.00,01.07,00.91
1215698360448,2008-07-10 13:59:20,01.02,01.58,00.81
1215698361478,2008-07-10 13:59:21,01.33,01.09,00.96
1215698362478,2008-07-10 13:59:22,01.00,01.07,00.89
1215698363495,2008-07-10 13:59:23,01.09,01.50,01.16
1215698364510,2008-07-10 13:59:24,01.20,01.71,01.11
1215698365510,2008-07-10 13:59:25,01.23,01.77,00.93
1215698366525,2008-07-10 13:59:26,01.51,02.47,01.84
1215698367526,2008-07-10 13:59:27,01.40,01.55,01.57
1215698368540,2008-07-10 13:59:28,01.23,01.86,01.19
1215698369542,2008-07-10 13:59:29,01.16,01.76,01.07
1215698370556,2008-07-10 13:59:30,01.48,01.73,01.23
1215698371557,2008-07-10 13:59:31,01.80,01.86,01.25
1215698372567,2008-07-10 13:59:32,01.26,01.62,01.10
1215698373572,2008-07-10 13:59:33,01.76,01.44,01.40
1215698374585,2008-07-10 13:59:34,01.51,01.86,00.95
1215698375635,2008-07-10 13:59:35,01.11,01.67,01.00
1215698376636,2008-07-10 13:59:36,01.42,02.00,01.49
1215698377650,2008-07-10 13:59:37,01.22,01.34,01.05
1215698378651,2008-07-10 13:59:38,01.05,01.30,00.88
1215698379682,2008-07-10 13:59:39,01.18,01.30,01.07
1215698380691,2008-07-10 13:59:40,01.02,01.34,01.09
1215698381697,2008-07-10 13:59:41,01.23,01.43,01.14
1215698382698,2008-07-10 13:59:42,01.11,01.23,00.84
1215698383712,2008-07-10 13:59:43,01.36,01.09,00.91
1215698384712,2008-07-10 13:59:44,00.88,01.21,00.95
1215698385713,2008-07-10 13:59:45,01.19,01.44,01.00
1215698386729,2008-07-10 13:59:46,01.14,01.33,01.16
1215698387729,2008-07-10 13:59:47,01.98,02.09,01.29
1215698388729,2008-07-10 13:59:48,01.60,01.84,01.23
1215698389746,2008-07-10 13:59:49,01.23,01.33,01.07
1215698390760,2008-07-10 13:59:50,01.04,01.11,00.82
1215698391760,2008-07-10 13:59:51,01.20,01.18,00.86
1215698392776,2008-07-10 13:59:52,01.14,01.41,01.11
1215698393791,2008-07-10 13:59:53,01.02,01.25,00.75
1215698394791,2008-07-10 13:59:54,01.09,01.52,00.84
1215698395807,2008-07-10 13:59:55,01.21,01.42,00.98
1215698396807,2008-07-10 13:59:56,01.09,01.61,01.36
1215698397823,2008-07-10 13:59:57,01.66,01.34,00.95
1215698398837,2008-07-10 13:59:58,01.20,01.39,00.98
1215698399857,2008-07-10 13:59:59,01.32,01.25,00.84
1215698400869,2008-07-10 14:00:00,00.89,01.25,00.77
1215698401870,2008-07-10 14:00:01,01.23,01.23,01.09
1215698402885,2008-07-10 14:00:02,01.64,01.66,00.98
1215698403885,2008-07-10 14:00:03,01.88,01.91,01.28
1215698404900,2008-07-10 14:00:04,01.11,01.57,01.27
1215698405903,2008-07-10 14:00:05,01.36,01.33,01.24
1215698406917,2008-07-10 14:00:06,01.74,01.40,01.14
1215698407932,2008-07-10 14:00:07,01.00,01.21,01.28
1215698408948,2008-07-10 14:00:08,01.09,01.27,01.16
1215698409963,2008-07-10 14:00:09,00.86,01.12,00.93
1215698410979,2008-07-10 14:00:10,01.26,01.16,00.74
1215698411995,2008-07-10 14:00:11,01.13,01.64,01.11
1215698412995,2008-07-10 14:00:12,01.10,01.29,00.81
1215698414010,2008-07-10 14:00:14,01.14,01.50,00.79
1215698415026,2008-07-10 14:00:15,00.95,01.42,01.12
1215698416042,2008-07-10 14:00:16,01.18,01.45,01.07
1215698417042,2008-07-10 14:00:17,01.42,01.12,00.91
1215698418042,2008-07-10 14:00:18,01.51,01.12,00.72
1215698419042,2008-07-10 14:00:19,01.09,01.51,01.00
1215698420057,2008-07-10 14:00:20,00.93,01.55,00.93
1215698421057,2008-07-10 14:00:21,00.93,01.53,01.02
1215698422073,2008-07-10 14:00:22,01.30,01.00,01.12
1215698423073,2008-07-10 14:00:23,01.09,01.11,01.00
1215698424167,2008-07-10 14:00:24,00.93,01.45,01.11
1215698425183,2008-07-10 14:00:25,01.15,01.36,00.81
1215698426213,2008-07-10 14:00:26,00.95,01.34,01.09
1215698427230,2008-07-10 14:00:27,00.95,01.36,01.29
1215698428230,2008-07-10 14:00:28,01.18,01.40,01.02
1215698429245,2008-07-10 14:00:29,01.07,01.26,00.79
1215698430260,2008-07-10 14:00:30,01.02,01.07,00.91
1215698431260,2008-07-10 14:00:31,01.29,01.44,01.00
1215698432276,2008-07-10 14:00:32,01.19,00.93,01.17
1215698433294,2008-07-10 14:00:33,01.24,01.45,01.00
1215698434308,2008-07-10 14:00:34,01.37,00.88,01.19
1215698435323,2008-07-10 14:00:35,01.11,01.34,00.59
1215698436338,2008-07-10 14:00:36,00.95,01.33,01.02
1215698437354,2008-07-10 14:00:37,01.02,01.30,00.98
1215698438355,2008-07-10 14:00:38,01.13,01.29,00.91
1215698439370,2008-07-10 14:00:39,01.30,01.14,00.86
1215698440370,2008-07-10 14:00:40,00.93,01.55,00.86
1215698441401,2008-07-10 14:00:41,01.07,01.34,00.77
1215698442419,2008-07-10 14:00:42,01.02,01.40,00.78
1215698443449,2008-07-10 14:00:43,01.16,01.00,00.80
1215698444449,2008-07-10 14:00:44,00.95,00.82,01.07
1215698445463,2008-07-10 14:00:45,00.98,01.42,01.02
1215698446463,2008-07-10 14:00:46,00.76,01.52,00.86
1215698447463,2008-07-10 14:00:47,00.91,01.27,00.84
1215698448463,2008-07-10 14:00:48,00.83,01.50,00.90
1215698449480,2008-07-10 14:00:49,01.05,01.02,00.82
1215698450495,2008-07-10 14:00:50,01.00,01.59,00.98
1215698451496,2008-07-10 14:00:51,01.02,01.43,01.05
1215698452526,2008-07-10 14:00:52,00.91,01.39,00.96
1215698453526,2008-07-10 14:00:53,01.02,01.10,00.74
1215698454527,2008-07-10 14:00:54,00.95,01.41,01.09
1215698455527,2008-07-10 14:00:55,00.83,01.19,01.05
1215698456542,2008-07-10 14:00:56,01.13,01.18,00.89
1215698457543,2008-07-10 14:00:57,01.16,00.93,00.82
1215698458543,2008-07-10 14:00:58,00.95,01.23,01.00
1215698459543,2008-07-10 14:00:59,01.14,01.36,00.73
1215698460543,2008-07-10 14:01:00,00.81,01.00,01.07
1215698461573,2008-07-10 14:01:01,00.98,01.16,01.11
1215698462584,2008-07-10 14:01:02,01.05,01.44,00.93
1215698463589,2008-07-10 14:01:03,01.02,01.43,00.91
1215698464590,2008-07-10 14:01:04,01.25,01.20,01.02
1215698465604,2008-07-10 14:01:05,01.21,01.49,01.19
1215698466605,2008-07-10 14:01:06,01.55,01.61,01.25
1215698467605,2008-07-10 14:01:07,01.26,01.77,00.88
1215698468668,2008-07-10 14:01:08,01.33,01.42,00.95
1215698469699,2008-07-10 14:01:09,01.28,01.34,01.02
1215698470714,2008-07-10 14:01:10,00.98,01.34,01.05
1215698471717,2008-07-10 14:01:11,01.29,01.09,00.78
1215698472746,2008-07-10 14:01:12,00.81,01.00,01.12
1215698473748,2008-07-10 14:01:13,01.14,01.30,00.73
1215698474761,2008-07-10 14:01:14,01.18,01.31,01.00
1215698475761,2008-07-10 14:01:15,01.23,01.48,01.07
1215698476761,2008-07-10 14:01:16,01.45,01.86,01.32
1215698477761,2008-07-10 14:01:17,01.07,01.56,00.91
1215698478761,2008-07-10 14:01:18,02.67,01.88,01.42
1215698479777,2008-07-10 14:01:19,02.74,01.49,01.33
1215698480793,2008-07-10 14:01:20,01.61,01.59,01.41
1215698481808,2008-07-10 14:01:21,02.14,01.47,01.42
1215698482824,2008-07-10 14:01:22,01.87,01.78,01.02
1215698483824,2008-07-10 14:01:23,02.27,02.62,01.56
1215698484824,2008-07-10 14:01:24,03.05,01.74,01.70
1215698485824,2008-07-10 14:01:25,02.81,01.72,01.47
1215698486839,2008-07-10 14:01:26,01.93,01.50,01.36
1215698487839,2008-07-10 14:01:27,01.64,01.55,01.50
1215698488839,2008-07-10 14:01:28,01.16,01.37,01.23
1215698489855,2008-07-10 14:01:29,01.42,01.49,01.05
